_id,Name,Date,Month,Year,WaterDataFront,WaterDataBack,WaterDrainRate
655dab939aca5f2a9a6ea52d,Huana,31,1,2017,198,103,92
655dab939aca5f2a9a6ea52e,Huana,1,2,2017,197,151,140
655dab939aca5f2a9a6ea52f,Huana,2,2,2017,165,139,112
655dab939aca5f2a9a6ea530,Huana,3,2,2017,144,90,100
655dab939aca5f2a9a6ea531,Huana,4,2,2017,120,101,96
655dab939aca5f2a9a6ea532,Huana,5,2,2017,194,130,114
655dab939aca5f2a9a6ea533,Huana,6,2,2017,154,93,110
655dab939aca5f2a9a6ea534,Huana,7,2,2017,195,122,102
655dab939aca5f2a9a6ea535,Huana,8,2,2017,129,93,146
655dab939aca5f2a9a6ea536,Huana,9,2,2017,159,151,146
655dab939aca5f2a9a6ea537,Huana,10,2,2017,188,91,138
655dab939aca5f2a9a6ea538,Huana,11,2,2017,144,125,144
655dab939aca5f2a9a6ea539,Huana,12,2,2017,164,120,120
655dab939aca5f2a9a6ea53a,Huana,13,2,2017,101,148,94
655dab939aca5f2a9a6ea53b,Huana,14,2,2017,188,100,134
655dab939aca5f2a9a6ea53c,Huana,15,2,2017,166,118,96
655dab939aca5f2a9a6ea53d,Huana,16,2,2017,144,136,104
655dab939aca5f2a9a6ea53e,Huana,17,2,2017,143,170,96
655dab939aca5f2a9a6ea53f,Huana,18,2,2017,174,149,104
655dab939aca5f2a9a6ea540,Huana,19,2,2017,101,148,132
655dab939aca5f2a9a6ea541,Huana,20,2,2017,185,101,106
655dab939aca5f2a9a6ea542,Huana,21,2,2017,198,170,108
655dab939aca5f2a9a6ea543,Huana,22,2,2017,180,169,112
655dab939aca5f2a9a6ea544,Huana,23,2,2017,155,102,140
655dab939aca5f2a9a6ea545,Huana,24,2,2017,121,177,132
655dab939aca5f2a9a6ea546,Huana,25,2,2017,108,154,90
655dab939aca5f2a9a6ea547,Huana,26,2,2017,154,108,140
655dab939aca5f2a9a6ea548,Huana,27,2,2017,174,166,102
655dab939aca5f2a9a6ea549,Huana,28,2,2017,118,125,146
655dab939aca5f2a9a6ea54a,Huana,1,3,2017,194,137,116
655dab939aca5f2a9a6ea54b,Huana,2,3,2017,148,95,98
655dab939aca5f2a9a6ea54c,Huana,3,3,2017,100,130,114
655dab939aca5f2a9a6ea54d,Huana,4,3,2017,120,160,132
655dab939aca5f2a9a6ea54e,Huana,5,3,2017,151,120,134
655dab939aca5f2a9a6ea54f,Huana,6,3,2017,197,146,130
655dab939aca5f2a9a6ea550,Huana,7,3,2017,105,100,106
655dab939aca5f2a9a6ea551,Huana,8,3,2017,126,90,120
655dab939aca5f2a9a6ea552,Huana,9,3,2017,129,111,148
655dab939aca5f2a9a6ea553,Huana,10,3,2017,169,159,122
655dab939aca5f2a9a6ea554,Huana,11,3,2017,176,121,142
655dab939aca5f2a9a6ea555,Huana,12,3,2017,128,159,110
655dab939aca5f2a9a6ea556,Huana,13,3,2017,129,90,138
655dab939aca5f2a9a6ea557,Huana,14,3,2017,128,97,104
655dab939aca5f2a9a6ea558,Huana,15,3,2017,127,161,118
655dab939aca5f2a9a6ea559,Huana,16,3,2017,114,127,96
655dab939aca5f2a9a6ea55a,Huana,17,3,2017,162,143,148
655dab939aca5f2a9a6ea55b,Huana,18,3,2017,161,172,98
655dab939aca5f2a9a6ea55c,Huana,19,3,2017,111,167,102
655dab939aca5f2a9a6ea55d,Huana,20,3,2017,135,161,124
655dab939aca5f2a9a6ea55e,Huana,21,3,2017,198,147,126
655dab939aca5f2a9a6ea55f,Huana,22,3,2017,128,162,138
655dab939aca5f2a9a6ea560,Huana,23,3,2017,131,151,144
655dab939aca5f2a9a6ea561,Huana,24,3,2017,143,170,100
655dab939aca5f2a9a6ea562,Huana,25,3,2017,127,143,126
655dab939aca5f2a9a6ea563,Huana,26,3,2017,129,113,120
655dab939aca5f2a9a6ea564,Huana,27,3,2017,183,130,148
655dab939aca5f2a9a6ea565,Huana,28,3,2017,182,124,146
655dab939aca5f2a9a6ea566,Huana,29,3,2017,185,173,98
655dab939aca5f2a9a6ea567,Huana,30,3,2017,171,104,126
655dab939aca5f2a9a6ea568,Huana,31,3,2017,166,142,90
655dab939aca5f2a9a6ea569,Huana,1,4,2017,106,97,148
655dab939aca5f2a9a6ea56a,Huana,2,4,2017,166,141,106
655dab939aca5f2a9a6ea56b,Huana,3,4,2017,146,100,96
655dab939aca5f2a9a6ea56c,Huana,4,4,2017,122,147,106
655dab939aca5f2a9a6ea56d,Huana,5,4,2017,152,114,112
655dab939aca5f2a9a6ea56e,Huana,6,4,2017,135,166,94
655dab939aca5f2a9a6ea56f,Huana,7,4,2017,134,161,110
655dab939aca5f2a9a6ea570,Huana,8,4,2017,193,131,94
655dab939aca5f2a9a6ea571,Huana,9,4,2017,130,158,148
655dab939aca5f2a9a6ea572,Huana,10,4,2017,121,100,146
655dab939aca5f2a9a6ea573,Huana,11,4,2017,122,142,142
655dab939aca5f2a9a6ea574,Huana,12,4,2017,156,137,140
655dab939aca5f2a9a6ea575,Huana,13,4,2017,162,91,124
655dab939aca5f2a9a6ea576,Huana,14,4,2017,162,119,114
655dab939aca5f2a9a6ea577,Huana,15,4,2017,144,92,104
655dab939aca5f2a9a6ea578,Huana,16,4,2017,146,179,140
655dab939aca5f2a9a6ea579,Huana,17,4,2017,177,134,142
655dab939aca5f2a9a6ea57a,Huana,18,4,2017,194,135,122
655dab939aca5f2a9a6ea57b,Huana,19,4,2017,115,91,112
655dab939aca5f2a9a6ea57c,Huana,20,4,2017,171,141,116
655dab939aca5f2a9a6ea57d,Huana,21,4,2017,110,142,128
655dab939aca5f2a9a6ea57e,Huana,22,4,2017,112,99,102
655dab939aca5f2a9a6ea57f,Huana,23,4,2017,189,129,138
655dab939aca5f2a9a6ea580,Huana,24,4,2017,141,130,98
655dab939aca5f2a9a6ea581,Huana,25,4,2017,171,123,134
655dab939aca5f2a9a6ea582,Huana,26,4,2017,100,150,136
655dab939aca5f2a9a6ea583,Huana,27,4,2017,113,145,96
655dab939aca5f2a9a6ea584,Huana,28,4,2017,153,119,112
655dab939aca5f2a9a6ea585,Huana,29,4,2017,161,91,94
655dab939aca5f2a9a6ea586,Huana,30,4,2017,192,107,96
655dab939aca5f2a9a6ea587,Huana,1,5,2017,170,135,122
655dab939aca5f2a9a6ea588,Huana,2,5,2017,129,170,128
655dab939aca5f2a9a6ea589,Huana,3,5,2017,158,104,90
655dab939aca5f2a9a6ea58a,Huana,4,5,2017,134,128,148
655dab939aca5f2a9a6ea58b,Huana,5,5,2017,134,178,140
655dab939aca5f2a9a6ea58c,Huana,6,5,2017,191,111,98
655dab939aca5f2a9a6ea58d,Huana,7,5,2017,192,162,100
655dab939aca5f2a9a6ea58e,Huana,8,5,2017,174,104,94
655dab939aca5f2a9a6ea58f,Huana,9,5,2017,126,96,106
655dab939aca5f2a9a6ea590,Huana,10,5,2017,104,150,118
655dab939aca5f2a9a6ea591,Huana,11,5,2017,192,91,114
655dab939aca5f2a9a6ea592,Huana,12,5,2017,108,115,140
655dab939aca5f2a9a6ea593,Huana,13,5,2017,122,92,138
655dab939aca5f2a9a6ea594,Huana,14,5,2017,196,172,122
655dab939aca5f2a9a6ea595,Huana,15,5,2017,153,171,120
655dab939aca5f2a9a6ea596,Huana,16,5,2017,196,104,108
655dab939aca5f2a9a6ea597,Huana,17,5,2017,114,117,118
655dab939aca5f2a9a6ea598,Huana,18,5,2017,113,107,116
655dab939aca5f2a9a6ea599,Huana,19,5,2017,134,100,144
655dab939aca5f2a9a6ea59a,Huana,20,5,2017,106,149,134
655dab939aca5f2a9a6ea59b,Huana,21,5,2017,163,90,126
655dab939aca5f2a9a6ea59c,Huana,22,5,2017,149,134,100
655dab939aca5f2a9a6ea59d,Huana,23,5,2017,151,172,124
655dab939aca5f2a9a6ea59e,Huana,24,5,2017,111,109,122
655dab939aca5f2a9a6ea59f,Huana,25,5,2017,130,112,96
655dab939aca5f2a9a6ea5a0,Huana,26,5,2017,138,122,132
655dab939aca5f2a9a6ea5a1,Huana,27,5,2017,130,118,128
655dab939aca5f2a9a6ea5a2,Huana,28,5,2017,170,129,104
655dab939aca5f2a9a6ea5a3,Huana,29,5,2017,197,140,112
655dab939aca5f2a9a6ea5a4,Huana,30,5,2017,147,147,112
655dab939aca5f2a9a6ea5a5,Huana,31,5,2017,195,122,98
655dab939aca5f2a9a6ea5a6,Huana,1,6,2017,197,99,124
655dab939aca5f2a9a6ea5a7,Huana,2,6,2017,147,154,132
655dab939aca5f2a9a6ea5a8,Huana,3,6,2017,168,142,92
655dab939aca5f2a9a6ea5a9,Huana,4,6,2017,175,125,102
655dab939aca5f2a9a6ea5aa,Huana,5,6,2017,154,132,146
655dab939aca5f2a9a6ea5ab,Huana,6,6,2017,175,111,144
655dab939aca5f2a9a6ea5ac,Huana,7,6,2017,151,164,134
655dab939aca5f2a9a6ea5ad,Huana,8,6,2017,194,111,142
655dab939aca5f2a9a6ea5ae,Huana,9,6,2017,153,177,96
655dab939aca5f2a9a6ea5af,Huana,10,6,2017,110,148,146
655dab939aca5f2a9a6ea5b0,Huana,11,6,2017,150,116,124
655dab939aca5f2a9a6ea5b1,Huana,12,6,2017,162,174,100
655dab939aca5f2a9a6ea5b2,Huana,13,6,2017,103,164,90
655dab939aca5f2a9a6ea5b3,Huana,14,6,2017,142,167,100
655dab939aca5f2a9a6ea5b4,Huana,15,6,2017,161,162,118
655dab939aca5f2a9a6ea5b5,Huana,16,6,2017,164,148,98
655dab939aca5f2a9a6ea5b6,Huana,17,6,2017,127,163,124
655dab939aca5f2a9a6ea5b7,Huana,18,6,2017,115,177,124
655dab939aca5f2a9a6ea5b8,Huana,19,6,2017,114,166,112
655dab939aca5f2a9a6ea5b9,Huana,20,6,2017,164,126,114
655dab939aca5f2a9a6ea5ba,Huana,21,6,2017,175,156,94
655dab939aca5f2a9a6ea5bb,Huana,22,6,2017,131,110,124
655dab939aca5f2a9a6ea5bc,Huana,23,6,2017,149,122,106
655dab939aca5f2a9a6ea5bd,Huana,24,6,2017,120,154,116
655dab939aca5f2a9a6ea5be,Huana,25,6,2017,184,121,90
655dab939aca5f2a9a6ea5bf,Huana,26,6,2017,154,176,96
655dab939aca5f2a9a6ea5c0,Huana,27,6,2017,173,132,112
655dab939aca5f2a9a6ea5c1,Huana,28,6,2017,178,120,102
655dab939aca5f2a9a6ea5c2,Huana,29,6,2017,108,107,100
655dab939aca5f2a9a6ea5c3,Huana,30,6,2017,196,125,130
655dab939aca5f2a9a6ea5c4,Huana,1,7,2017,196,161,132
655dab939aca5f2a9a6ea5c5,Huana,2,7,2017,197,100,126
655dab939aca5f2a9a6ea5c6,Huana,3,7,2017,120,101,148
655dab939aca5f2a9a6ea5c7,Huana,4,7,2017,137,121,92
655dab939aca5f2a9a6ea5c8,Huana,5,7,2017,113,153,104
655dab939aca5f2a9a6ea5c9,Huana,6,7,2017,125,117,136
655dab939aca5f2a9a6ea5ca,Huana,7,7,2017,144,124,146
655dab939aca5f2a9a6ea5cb,Huana,8,7,2017,150,94,138
655dab939aca5f2a9a6ea5cc,Huana,9,7,2017,142,170,98
655dab939aca5f2a9a6ea5cd,Huana,10,7,2017,195,159,94
655dab939aca5f2a9a6ea5ce,Huana,11,7,2017,142,106,112
655dab939aca5f2a9a6ea5cf,Huana,12,7,2017,178,171,112
655dab939aca5f2a9a6ea5d0,Huana,13,7,2017,169,178,98
655dab939aca5f2a9a6ea5d1,Huana,14,7,2017,110,94,122
655dab939aca5f2a9a6ea5d2,Huana,15,7,2017,139,128,128
655dab939aca5f2a9a6ea5d3,Huana,16,7,2017,152,96,124
655dab939aca5f2a9a6ea5d4,Huana,17,7,2017,153,142,140
655dab939aca5f2a9a6ea5d5,Huana,18,7,2017,176,147,146
655dab939aca5f2a9a6ea5d6,Huana,19,7,2017,160,134,100
655dab939aca5f2a9a6ea5d7,Huana,20,7,2017,122,144,136
655dab939aca5f2a9a6ea5d8,Huana,21,7,2017,127,122,108
655dab939aca5f2a9a6ea5d9,Huana,22,7,2017,148,125,98
655dab939aca5f2a9a6ea5da,Huana,23,7,2017,106,161,110
655dab939aca5f2a9a6ea5db,Huana,24,7,2017,174,176,96
655dab939aca5f2a9a6ea5dc,Huana,25,7,2017,161,162,124
655dab939aca5f2a9a6ea5dd,Huana,26,7,2017,167,154,96
655dab939aca5f2a9a6ea5de,Huana,27,7,2017,145,135,108
655dab939aca5f2a9a6ea5df,Huana,28,7,2017,128,118,96
655dab939aca5f2a9a6ea5e0,Huana,29,7,2017,146,134,90
655dab939aca5f2a9a6ea5e1,Huana,30,7,2017,187,114,136
655dab939aca5f2a9a6ea5e2,Huana,31,7,2017,121,145,130
655dab939aca5f2a9a6ea5e3,Huana,1,8,2017,133,151,118
655dab939aca5f2a9a6ea5e4,Huana,2,8,2017,103,174,138
655dab939aca5f2a9a6ea5e5,Huana,3,8,2017,169,95,140
655dab939aca5f2a9a6ea5e6,Huana,4,8,2017,147,106,126
655dab939aca5f2a9a6ea5e7,Huana,5,8,2017,163,124,116
655dab939aca5f2a9a6ea5e8,Huana,6,8,2017,178,102,134
655dab939aca5f2a9a6ea5e9,Huana,7,8,2017,126,147,122
655dab939aca5f2a9a6ea5ea,Huana,8,8,2017,199,141,138
655dab939aca5f2a9a6ea5eb,Huana,9,8,2017,184,121,104
655dab939aca5f2a9a6ea5ec,Huana,10,8,2017,160,142,140
655dab939aca5f2a9a6ea5ed,Huana,11,8,2017,170,110,102
655dab939aca5f2a9a6ea5ee,Huana,12,8,2017,196,145,126
655dab939aca5f2a9a6ea5ef,Huana,13,8,2017,145,173,122
655dab939aca5f2a9a6ea5f0,Huana,14,8,2017,196,126,112
655dab939aca5f2a9a6ea5f1,Huana,15,8,2017,123,168,130
655dab939aca5f2a9a6ea5f2,Huana,16,8,2017,154,178,140
655dab939aca5f2a9a6ea5f3,Huana,17,8,2017,186,172,140
655dab939aca5f2a9a6ea5f4,Huana,18,8,2017,133,157,110
655dab939aca5f2a9a6ea5f5,Huana,19,8,2017,188,166,124
655dab939aca5f2a9a6ea5f6,Huana,20,8,2017,118,124,126
655dab939aca5f2a9a6ea5f7,Huana,21,8,2017,185,146,134
655dab939aca5f2a9a6ea5f8,Huana,22,8,2017,104,175,132
655dab939aca5f2a9a6ea5f9,Huana,23,8,2017,158,104,132
655dab939aca5f2a9a6ea5fa,Huana,24,8,2017,159,106,120
655dab939aca5f2a9a6ea5fb,Huana,25,8,2017,134,126,98
655dab939aca5f2a9a6ea5fc,Huana,26,8,2017,132,163,110
655dab939aca5f2a9a6ea5fd,Huana,27,8,2017,157,167,140
655dab939aca5f2a9a6ea5fe,Huana,28,8,2017,187,157,126
655dab939aca5f2a9a6ea5ff,Huana,29,8,2017,170,154,138
655dab939aca5f2a9a6ea600,Huana,30,8,2017,102,113,98
655dab939aca5f2a9a6ea601,Huana,31,8,2017,108,117,110
655dab939aca5f2a9a6ea602,Huana,1,9,2017,180,111,104
655dab939aca5f2a9a6ea603,Huana,2,9,2017,144,125,128
655dab939aca5f2a9a6ea604,Huana,3,9,2017,195,92,102
655dab939aca5f2a9a6ea605,Huana,4,9,2017,182,107,90
655dab939aca5f2a9a6ea606,Huana,5,9,2017,118,135,140
655dab939aca5f2a9a6ea607,Huana,6,9,2017,171,112,106
655dab939aca5f2a9a6ea608,Huana,7,9,2017,189,161,102
655dab939aca5f2a9a6ea609,Huana,8,9,2017,129,131,140
655dab939aca5f2a9a6ea60a,Huana,9,9,2017,122,151,148
655dab939aca5f2a9a6ea60b,Huana,10,9,2017,122,142,138
655dab939aca5f2a9a6ea60c,Huana,11,9,2017,176,173,106
655dab939aca5f2a9a6ea60d,Huana,12,9,2017,155,161,144
655dab939aca5f2a9a6ea60e,Huana,13,9,2017,134,167,116
655dab939aca5f2a9a6ea60f,Huana,14,9,2017,144,106,116
655dab939aca5f2a9a6ea610,Huana,15,9,2017,133,160,122
655dab939aca5f2a9a6ea611,Huana,16,9,2017,170,129,94
655dab939aca5f2a9a6ea612,Huana,17,9,2017,140,140,102
655dab939aca5f2a9a6ea613,Huana,18,9,2017,198,155,102
655dab939aca5f2a9a6ea614,Huana,19,9,2017,195,121,96
655dab939aca5f2a9a6ea615,Huana,20,9,2017,150,116,128
655dab939aca5f2a9a6ea616,Huana,21,9,2017,126,115,146
655dab939aca5f2a9a6ea617,Huana,22,9,2017,119,96,118
655dab939aca5f2a9a6ea618,Huana,23,9,2017,107,111,124
655dab939aca5f2a9a6ea619,Huana,24,9,2017,193,93,104
655dab939aca5f2a9a6ea61a,Huana,25,9,2017,185,105,138
655dab939aca5f2a9a6ea61b,Huana,26,9,2017,120,155,100
655dab939aca5f2a9a6ea61c,Huana,27,9,2017,137,108,102
655dab939aca5f2a9a6ea61d,Huana,28,9,2017,145,93,104
655dab939aca5f2a9a6ea61e,Huana,29,9,2017,179,176,142
655dab939aca5f2a9a6ea61f,Huana,30,9,2017,125,92,114
655dab939aca5f2a9a6ea620,Huana,1,10,2017,142,92,94
655dab939aca5f2a9a6ea621,Huana,2,10,2017,109,143,116
655dab939aca5f2a9a6ea622,Huana,3,10,2017,138,170,134
655dab939aca5f2a9a6ea623,Huana,4,10,2017,169,158,102
655dab939aca5f2a9a6ea624,Huana,5,10,2017,135,168,124
655dab939aca5f2a9a6ea625,Huana,6,10,2017,139,143,130
655dab939aca5f2a9a6ea626,Huana,7,10,2017,116,101,136
655dab939aca5f2a9a6ea627,Huana,8,10,2017,193,106,126
655dab939aca5f2a9a6ea628,Huana,9,10,2017,178,94,136
655dab939aca5f2a9a6ea629,Huana,10,10,2017,183,129,100
655dab939aca5f2a9a6ea62a,Huana,11,10,2017,161,175,112
655dab939aca5f2a9a6ea62b,Huana,12,10,2017,163,93,140
655dab939aca5f2a9a6ea62c,Huana,13,10,2017,108,130,110
655dab939aca5f2a9a6ea62d,Huana,14,10,2017,155,135,120
655dab939aca5f2a9a6ea62e,Huana,15,10,2017,137,143,110
655dab939aca5f2a9a6ea62f,Huana,16,10,2017,188,164,94
655dab939aca5f2a9a6ea630,Huana,17,10,2017,123,148,132
655dab939aca5f2a9a6ea631,Huana,18,10,2017,105,133,144
655dab939aca5f2a9a6ea632,Huana,19,10,2017,116,131,144
655dab939aca5f2a9a6ea633,Huana,20,10,2017,138,167,112
655dab939aca5f2a9a6ea634,Huana,21,10,2017,128,114,108
655dab949aca5f2a9a6ea635,Huana,22,10,2017,127,131,124
655dab949aca5f2a9a6ea636,Huana,23,10,2017,184,92,122
655dab949aca5f2a9a6ea637,Huana,24,10,2017,198,107,122
655dab949aca5f2a9a6ea638,Huana,25,10,2017,184,133,122
655dab949aca5f2a9a6ea639,Huana,26,10,2017,166,102,114
655dab949aca5f2a9a6ea63a,Huana,27,10,2017,162,95,114
655dab949aca5f2a9a6ea63b,Huana,28,10,2017,188,127,112
655dab949aca5f2a9a6ea63c,Huana,29,10,2017,163,124,104
655dab949aca5f2a9a6ea63d,Huana,30,10,2017,161,100,118
655dab949aca5f2a9a6ea63e,Huana,31,10,2017,128,129,126
655dab949aca5f2a9a6ea63f,Huana,1,11,2017,195,155,106
655dab949aca5f2a9a6ea640,Huana,2,11,2017,178,100,126
655dab949aca5f2a9a6ea641,Huana,3,11,2017,137,154,90
655dab949aca5f2a9a6ea642,Huana,4,11,2017,170,108,130
655dab949aca5f2a9a6ea643,Huana,5,11,2017,169,146,106
655dab949aca5f2a9a6ea644,Huana,6,11,2017,169,127,98
655dab949aca5f2a9a6ea645,Huana,7,11,2017,109,171,128
655dab949aca5f2a9a6ea646,Huana,8,11,2017,170,166,124
655dab949aca5f2a9a6ea647,Huana,9,11,2017,196,179,90
655dab949aca5f2a9a6ea648,Huana,10,11,2017,170,162,142
655dab949aca5f2a9a6ea649,Huana,11,11,2017,139,131,106
655dab949aca5f2a9a6ea64a,Huana,12,11,2017,115,148,104
655dab949aca5f2a9a6ea64b,Huana,13,11,2017,134,136,90
655dab949aca5f2a9a6ea64c,Huana,14,11,2017,143,147,108
655dab949aca5f2a9a6ea64d,Huana,15,11,2017,118,153,98
655dab949aca5f2a9a6ea64e,Huana,16,11,2017,158,94,146
655dab949aca5f2a9a6ea64f,Huana,17,11,2017,175,93,108
655dab949aca5f2a9a6ea650,Huana,18,11,2017,166,113,134
655dab949aca5f2a9a6ea651,Huana,19,11,2017,103,106,126
655dab949aca5f2a9a6ea652,Huana,20,11,2017,104,109,132
655dab949aca5f2a9a6ea653,Huana,21,11,2017,142,162,98
655dab949aca5f2a9a6ea654,Huana,22,11,2017,109,97,142
655dab949aca5f2a9a6ea655,Huana,23,11,2017,197,131,130
655dab949aca5f2a9a6ea656,Huana,24,11,2017,121,165,90
655dab949aca5f2a9a6ea657,Huana,25,11,2017,184,146,112
655dab949aca5f2a9a6ea658,Huana,26,11,2017,121,146,106
655dab949aca5f2a9a6ea659,Huana,27,11,2017,152,131,128
655dab949aca5f2a9a6ea65a,Huana,28,11,2017,132,97,132
655dab949aca5f2a9a6ea65b,Huana,29,11,2017,143,124,138
655dab949aca5f2a9a6ea65c,Huana,30,11,2017,107,142,92
655dab949aca5f2a9a6ea65d,Huana,1,12,2017,148,145,132
655dab949aca5f2a9a6ea65e,Huana,2,12,2017,186,131,90
655dab949aca5f2a9a6ea65f,Huana,3,12,2017,169,166,132
655dab949aca5f2a9a6ea660,Huana,4,12,2017,185,164,140
655dab949aca5f2a9a6ea661,Huana,5,12,2017,155,139,144
655dab949aca5f2a9a6ea662,Huana,6,12,2017,148,165,118
655dab949aca5f2a9a6ea663,Huana,7,12,2017,177,177,116
655dab949aca5f2a9a6ea664,Huana,8,12,2017,196,108,100
655dab949aca5f2a9a6ea665,Huana,9,12,2017,155,167,148
655dab949aca5f2a9a6ea666,Huana,10,12,2017,170,144,140
655dab949aca5f2a9a6ea667,Huana,11,12,2017,154,152,120
655dab949aca5f2a9a6ea668,Huana,12,12,2017,107,160,130
655dab949aca5f2a9a6ea669,Huana,13,12,2017,154,128,124
655dab949aca5f2a9a6ea66a,Huana,14,12,2017,180,95,112
655dab949aca5f2a9a6ea66b,Huana,15,12,2017,184,168,116
655dab949aca5f2a9a6ea66c,Huana,16,12,2017,121,145,94
655dab949aca5f2a9a6ea66d,Huana,17,12,2017,158,126,128
655dab949aca5f2a9a6ea66e,Huana,18,12,2017,176,148,104
655dab949aca5f2a9a6ea66f,Huana,19,12,2017,159,160,94
655dab949aca5f2a9a6ea670,Huana,20,12,2017,139,103,120
655dab949aca5f2a9a6ea671,Huana,21,12,2017,130,133,148
655dab949aca5f2a9a6ea672,Huana,22,12,2017,184,121,134
655dab949aca5f2a9a6ea673,Huana,23,12,2017,137,156,144
655dab949aca5f2a9a6ea674,Huana,24,12,2017,114,152,138
655dab949aca5f2a9a6ea675,Huana,25,12,2017,158,122,144
655dab949aca5f2a9a6ea676,Huana,26,12,2017,189,110,144
655dab949aca5f2a9a6ea677,Huana,27,12,2017,108,111,94
655dab949aca5f2a9a6ea678,Huana,28,12,2017,176,105,138
655dab949aca5f2a9a6ea679,Huana,29,12,2017,195,99,104
655dab949aca5f2a9a6ea67a,Huana,30,12,2017,121,167,102
655dab949aca5f2a9a6ea67b,Huana,31,12,2017,135,135,102
655dab949aca5f2a9a6ea67c,Huana,1,1,2018,128,140,144
655dab949aca5f2a9a6ea67d,Huana,2,1,2018,170,161,138
655dab949aca5f2a9a6ea67e,Huana,3,1,2018,185,122,136
655dab949aca5f2a9a6ea67f,Huana,4,1,2018,137,92,120
655dab949aca5f2a9a6ea680,Huana,5,1,2018,125,122,114
655dab949aca5f2a9a6ea681,Huana,6,1,2018,168,126,100
655dab949aca5f2a9a6ea682,Huana,7,1,2018,106,91,102
655dab949aca5f2a9a6ea683,Huana,8,1,2018,102,108,108
655dab949aca5f2a9a6ea684,Huana,9,1,2018,144,121,114
655dab949aca5f2a9a6ea685,Huana,10,1,2018,175,166,124
655dab949aca5f2a9a6ea686,Huana,11,1,2018,143,92,134
655dab949aca5f2a9a6ea687,Huana,12,1,2018,164,141,100
655dab949aca5f2a9a6ea688,Huana,13,1,2018,126,151,106
655dab949aca5f2a9a6ea689,Huana,14,1,2018,130,152,104
655dab949aca5f2a9a6ea68a,Huana,15,1,2018,113,175,98
655dab949aca5f2a9a6ea68b,Huana,16,1,2018,124,126,132
655dab949aca5f2a9a6ea68c,Huana,17,1,2018,109,172,96
655dab949aca5f2a9a6ea68d,Huana,18,1,2018,181,144,140
655dab949aca5f2a9a6ea68e,Huana,19,1,2018,113,157,130
655dab949aca5f2a9a6ea68f,Huana,20,1,2018,182,153,96
655dab949aca5f2a9a6ea690,Huana,21,1,2018,189,91,142
655dab949aca5f2a9a6ea691,Huana,22,1,2018,165,165,120
655dab949aca5f2a9a6ea692,Huana,23,1,2018,128,150,96
655dab949aca5f2a9a6ea693,Huana,24,1,2018,148,125,118
655dab949aca5f2a9a6ea694,Huana,25,1,2018,155,162,98
655dab949aca5f2a9a6ea695,Huana,26,1,2018,142,167,94
655dab949aca5f2a9a6ea696,Huana,27,1,2018,126,133,124
655dab949aca5f2a9a6ea697,Huana,28,1,2018,127,132,102
655dab949aca5f2a9a6ea698,Huana,29,1,2018,167,176,90
655dab949aca5f2a9a6ea699,Huana,30,1,2018,194,129,128
655dab949aca5f2a9a6ea69a,Huana,31,1,2018,117,121,124
655dab949aca5f2a9a6ea69b,Huana,1,2,2018,146,114,138
655dab949aca5f2a9a6ea69c,Huana,2,2,2018,162,157,134
655dab949aca5f2a9a6ea69d,Huana,3,2,2018,126,173,122
655dab949aca5f2a9a6ea69e,Huana,4,2,2018,196,120,134
655dab949aca5f2a9a6ea69f,Huana,5,2,2018,189,142,114
655dab949aca5f2a9a6ea6a0,Huana,6,2,2018,103,157,134
655dab949aca5f2a9a6ea6a1,Huana,7,2,2018,147,158,148
655dab949aca5f2a9a6ea6a2,Huana,8,2,2018,102,121,90
655dab949aca5f2a9a6ea6a3,Huana,9,2,2018,114,164,132
655dab949aca5f2a9a6ea6a4,Huana,10,2,2018,107,156,136
655dab949aca5f2a9a6ea6a5,Huana,11,2,2018,120,159,126
655dab949aca5f2a9a6ea6a6,Huana,12,2,2018,179,158,122
655dab949aca5f2a9a6ea6a7,Huana,13,2,2018,133,129,106
655dab949aca5f2a9a6ea6a8,Huana,14,2,2018,161,98,106
655dab949aca5f2a9a6ea6a9,Huana,15,2,2018,119,173,124
655dab949aca5f2a9a6ea6aa,Huana,16,2,2018,165,122,110
655dab949aca5f2a9a6ea6ab,Huana,17,2,2018,113,175,120
655dab949aca5f2a9a6ea6ac,Huana,18,2,2018,108,96,118
655dab949aca5f2a9a6ea6ad,Huana,19,2,2018,178,161,134
655dab949aca5f2a9a6ea6ae,Huana,20,2,2018,103,132,136
655dab949aca5f2a9a6ea6af,Huana,21,2,2018,109,172,128
655dab949aca5f2a9a6ea6b0,Huana,22,2,2018,149,142,108
655dab949aca5f2a9a6ea6b1,Huana,23,2,2018,185,126,126
655dab949aca5f2a9a6ea6b2,Huana,24,2,2018,116,142,114
655dab949aca5f2a9a6ea6b3,Huana,25,2,2018,198,152,104
655dab949aca5f2a9a6ea6b4,Huana,26,2,2018,183,136,110
655dab949aca5f2a9a6ea6b5,Huana,27,2,2018,175,109,116
655dab949aca5f2a9a6ea6b6,Huana,28,2,2018,156,117,114
655dab949aca5f2a9a6ea6b7,Huana,1,3,2018,108,116,130
655dab949aca5f2a9a6ea6b8,Huana,2,3,2018,145,124,106
655dab949aca5f2a9a6ea6b9,Huana,3,3,2018,191,142,96
655dab949aca5f2a9a6ea6ba,Huana,4,3,2018,131,171,114
655dab949aca5f2a9a6ea6bb,Huana,5,3,2018,177,158,98
655dab949aca5f2a9a6ea6bc,Huana,6,3,2018,157,150,138
